帖子ID,评论ID,父评论ID,评论内容,评论IP,喜欢数,时间戳,用户信息,艾特的人,已喜欢,标签,状态
67c037cd000000000602b261,67cc67870000000018013c7d,,敏感肌适合吗？,云南,0,1741449096000,LJ、槿💓💓,,false,,0
67c037cd000000000602b261,67cc1802000000001502a511,,早上也能用吗,中国香港,0,1741428738000,....,,false,,0
67c037cd000000000602b261,67c99614000000001500305f,,辣眼睛吗,广东,0,1741264405000,一颗小西柚,,false,,3
67c037cd000000000602b261,67c57fd50000000018019287,,你买的啥价啊，姐妹[红色心形R],河南,0,1740996565000,猪猪和🐯,,false,,3
67c037cd000000000602b261,67d299ab00000000150157b2,,没啥用，每天早晚两次，涂半年了,福建,13,1741855148000,小红薯64631058,,false,,-2
67c037cd000000000602b261,67d2f6d3000000001801291a,67d299ab00000000150157b2,我涂了3年，一年4瓶一点用都没有[偷笑R],陕西,6,1741878995000,呀Q呆毛,,false,,0
67c037cd000000000602b261,67cd681c00000000150061d8,,我觉得---基本没用,陕西,5,1741514780000,keshi,,false,,-2
67c037cd000000000602b261,67d8bc01000000001800f893,,这个我曾经长达两年的用，不能说没效果但是作用真不大[哭惹R],湖北,0,1742257153000,全屋定制刘亦菲,,false,,-2
67c037cd000000000602b261,67d68d37000000001800907e,,我都用几年了，没什么用的，心理安慰而已，而且有斑点的地方角质层越来越薄红血丝明显，这就是个广告贴别信,安徽,0,1742114104000,小红薯720526,,false,,-2
67c037cd000000000602b261,67d647cb000000001703aa3e,,用了好几年 白是白了不淡斑[笑哭R],广东,1,1742096331000,薯条ci,,false,,-2
67c037cd000000000602b261,67d37a9d00000000150172f7,,用了几年，一点效果没有[微笑R],广西,1,1741912733000,🍊橙子味。,,false,,-2
67c037cd000000000602b261,67d33717000000001801bb2c,,我涂三年了没啥用[笑哭R],广东,0,1741895448000,纯纯🎀,,false,,-2
67c037cd000000000602b261,67d29842000000001801fd73,,白天可以用吗？需不需要避光,安徽,0,1741854787000,王小米,,false,,-2
67c037cd000000000602b261,67d263300000000018009905,,有痘印用这个可以淡化点不,河南,0,1741841200000,.S.,,false,,-2
67c037cd000000000602b261,67cd1e8a0000000012016952,,单用这个吗？跟什么搭配使用比较好呀,河南,0,1741495946000,奉眠,,false,,-2
67c037cd000000000602b261,67d7d449000000001801cdc8,,你们[捂脸R]都是怎么涂的啊[捂脸R],河南,3,1742197834000,Liiiiii.,,false,,0
67c037cd000000000602b261,67cfa400000000001703246e,67cd681c00000000150061d8,是不是没用够量，我朋友用了都说效果挺好的呀,山东,0,1741661185000,羊村你懒少,,false,is_author,3
67c037cd000000000602b261,67daab680000000018004e75,67d7d449000000001801cdc8,姐妹就是别省用量，每天坚持厚涂，我这两天才觉得用对了！,新疆,0,1742383977000,一朵小云,,false,,3
67c0391e000000002902430d,67d524e50000000017028b17,,[哭惹R]谁还被黄鹤班困扰，给我发个表情，我一个一个救[派对R],河南,0,1742021861000,AEW-阑阑,,false,,0
67c0391e000000002902430d,67c28a19000000001b03f5fa,,有没有活动,江苏,0,1740802585000,彤彤桐桐,,false,,0
67c0391e000000002902430d,67cdd4ee00000000170325b1,,毛孔大也能用吗,广东,0,1741542638000,大头今天好困,,false,,0
67c0391e000000002902430d,67cd463c0000000015029e92,,我也觉得这款好一点,福建,0,1741506108000,momo,,false,,3
67c0391e000000002902430d,67cd98cf000000001703252f,,嘎嘎搓泥，相信我,辽宁,1,1741527247000,小红薯ddd,,false,,0
67c0391e000000002902430d,67d22c390000000015002e3d,,我都用了三瓶80毫升的也没有看见淡化,浙江,1,1741827129000,潮人郭超,,false,,0
67c0391e000000002902430d,67cfd958000000001800d8ee,,有没有同款小姐妹?我用了一年多了没有什么淡斑效果[笑哭R],青海,1,1741674841000,小红薯838AADE7,,false,,0
67c0391e000000002902430d,67c28ade000000001b039ce9,,性价比咋样,江苏,0,1740802783000,小迎巴巴,,false,,0
67c0391e000000002902430d,67c28a2e000000001b03b203,,蹲蹲链接呀,江苏,0,1740802606000,小呀,,false,,0
67c0391e000000002902430d,67c28c3e000000001601da44,,蹲个反馈,吉林,0,1740803134000,语子,,false,,0
67c0391e000000002902430d,67da3e010000000018004fa8,67d524e50000000017028b17,喔喔喔 我要[飞吻R],陕西,0,1742355970000,小红薯662447B6,,false,,0
67c0391e000000002902430d,67c9197f000000001801eeab,67c28a19000000001b03f5fa,姐妹我出淡斑小白瓶60ml150包邮，有购买记录保证正品[飞吻R],江西,1,1741232512000,方肉,,false,,0
67c0391e000000002902430d,67c28c35000000001c00466f,,味道怎么样,吉林,0,1740803126000,晨晨,,false,,0
67c0391e000000002902430d,67c28cc900000000190166ea,,什么味儿的,河北,0,1740803274000,咩咩,,false,,0
67c0391e000000002902430d,67c1633e000000001803500c,,干敏皮可以上脸吗,上海,1,1740727103000,小红薯D57ECB12,,false,,0
67c0391e000000002902430d,67c9c174000000000f03937d,,我今天买80毫升700块 商场买的[哭惹R][哭惹R]套餐旗舰店都没那么贵啊啊啊啊,广西,0,1741275508000,福西西,,false,,-2
67c0391e000000002902430d,67c28cc2000000001601756a,,一瓶多少毫升,河北,1,1740803266000,乖乖,,false,,0
67c0391e000000002902430d,67c28a0e000000001803ccfa,,现在有活动吗,江苏,1,1740802575000,哈哈,,false,,0
67c0391e000000002902430d,67c2899e000000001803ee8a,,平时要防晒吗,江苏,1,1740802462000,灯💡,,false,,0
67c0391e000000002902430d,67c178b7000000001601661f,67c1633e000000001803500c,你可以先买小样试试，这个还是有些挑肤质的。我是城墙皮比较耐造，我朋友用，脸会泛红。,湖北,1,1740732599000,记忆中的你,,false,,0
67c0391e000000002902430d,67cc31080000000018010922,67c9c174000000000f03937d,我今天在旗舰店买80还送84呢。商场也可以找柜姐要赠品，可以多要点赠品补上价格,浙江,0,1741435145000,momo,,false,,0
67c5a25c000000002503e5c8,67c5b03d0000000015017972,,搜Olay淡斑小白瓶，get同款,江苏,4,1741008958000,Hueso的小生活,,false,"is_author,user_top",4
67c5a25c000000002503e5c8,67c673300000000012016dc0,,就[飞吻R]等大促呢[笑哭R],江苏,1,1741058865000,金枝,,false,,0
67c5a25c000000002503e5c8,67c65abe00000000150063d6,,干皮可以吗,福建,1,1741052607000,莉莉,,false,,0
67c5a25c000000002503e5c8,67c658cd000000001800d594,,可淡斑吗？,福建,1,1741052110000,白 露,,false,,0
67c5a25c000000002503e5c8,67c6727a000000001802af61,,能优惠多少[笑哭R][笑哭R],江苏,0,1741058683000,紫蔷薇,,false,,0
67c5a25c000000002503e5c8,67c65c870000000018012f35,,什么时候开播？,福建,0,1741053064000,小不忍则卖大萌,,false,,0
67c5a25c000000002503e5c8,67c6584d000000000f039f0c,,价格贵不贵,福建,0,1741051982000,思思,,false,,0
67c5a25c000000002503e5c8,67db7798000000001800d025,,你真的别骗我，我下单了哈！,黑龙江,0,1742436248000,米兜,,false,,3
67c5a25c000000002503e5c8,67d023ad000000001801bb57,,38买的，我都到货了[偷笑R][偷笑R],四川,0,1741693870000,静若处子，动若疯兔,,false,,3
67c5a25c000000002503e5c8,67c6ee3d000000000f031f8d,,囤起来[害羞R],上海,0,1741090366000,思雨,,false,,0
67c5a25c000000002503e5c8,67c701590000000015003359,67c5b03d0000000015017972,一个姐妹同款试用*4 👍,江苏,3,1741095259000,Hueso的小生活,,false,is_author,0
67c5a25c000000002503e5c8,67c6a350000000000f03a0e2,67c673300000000012016dc0,是的，俺也是！,江苏,2,1741071184000,Hueso的小生活,,false,is_author,0
67c5a25c000000002503e5c8,67c70076000000001500343a,67c65abe00000000150063d6,可以的 老干皮了我,江苏,2,1741095031000,Hueso的小生活,,false,is_author,0
67c5a25c000000002503e5c8,67c700d600000000150175de,67c658cd000000001800d594,可以的 你先整脸涂一遍  然后在斑点重的地方局部点涂！效果很好,江苏,3,1741095126000,Hueso的小生活,,false,is_author,0
67c5a25c000000002503e5c8,67c6a3450000000015007985,67c6727a000000001802af61,这次优惠力度很大 +7直播间看看呢宝,江苏,1,1741071173000,Hueso的小生活,,false,is_author,0
67c5a25c000000002503e5c8,67c6a35a00000000150168ab,67c65c870000000018012f35,这两天都在播 蹲,江苏,0,1741071195000,Hueso的小生活,,false,is_author,0
67c5a25c000000002503e5c8,67c70088000000000f038754,67c6584d000000000f039f0c,三八囤性价比很高[飞吻R],江苏,1,1741095048000,Hueso的小生活,,false,is_author,3
67c5a25c000000002503e5c8,67c6d3f20000000015015a99,,都想[买爆R][买爆R],上海,0,1741083635000,Shirley,,false,,0
67c5a25c000000002503e5c8,67c6d3d2000000001800cdcd,,坐等38呀[皱眉R],上海,0,1741083602000,牛奶咖啡,,false,,0
67c5a25c000000002503e5c8,67c66b870000000018008620,,等38[买爆R][买爆R][买爆R],江苏,0,1741056904000,角鲨,,false,,0
67c5a25c000000002503e5c8,67c66b2a0000000015015f21,,准备囤货咯[耶R],福建,0,1741056810000,话不投机果粒多,,false,,0
67c5a25c000000002503e5c8,67c66a910000000015029a72,,优惠连连[鼓掌R],福建,0,1741056658000,萌面大橘子,,false,,0
67c5a25c000000002503e5c8,67c66a19000000001800ae15,,享受超值购[点赞R],福建,0,1741056538000,巴黎在逃圣母,,false,,0
67c5a25c000000002503e5c8,67c65c30000000001800465d,,冲冲冲[拳头R][拳头R],福建,0,1741052976000,向往日光🌼,,false,,0
67c5a25c000000002503e5c8,67c65ae80000000015006b32,,被震撼了,福建,0,1741052649000,雪 曼,,false,,0
67c5a25c000000002503e5c8,67c65a6f000000001802ca56,,38节必囤,福建,0,1741052527000,珠 珠,,false,,0
67c5a25c000000002503e5c8,67c659ad0000000018019390,,真的假的？[偷笑R],河北,0,1741052333000,一直在待机中,,false,,0
67c5a25c000000002503e5c8,67c659940000000018028b9c,,幸亏刷到了,福建,0,1741052309000,蓉 蓉,,false,,0
67c5a25c000000002503e5c8,67c658e5000000001800be8a,,刷到有点迟[害羞R],河北,0,1741052133000,一静,,false,,0
67c5a25c000000002503e5c8,67c6581700000000180060c8,,薅羊毛了,福建,0,1741051928000,小棉袄,,false,,0
67c5a25c000000002503e5c8,67c657dd00000000150163de,,以动了哈[微笑R],河北,0,1741051869000,美美z123,,false,,0
67c5a25c000000002503e5c8,67c6560700000000150298f9,,等着我哈,山东,0,1741051400000,Oknow,,false,,0
67c5a25c000000002503e5c8,67c655da0000000017031b86,,我也想要啊,甘肃,0,1741051355000,两心知,,false,,0
67c5a25c000000002503e5c8,67c655ca0000000015004197,,蹲个活动。,甘肃,0,1741051338000,飘雪189,,false,,0
67c5a25c000000002503e5c8,67c655890000000018009b89,,你送我吧,山东,0,1741051273000,梁靖琪,,false,,0
67c5a25c000000002503e5c8,67c655830000000015017a40,,把我吸引了,广东,0,1741051267000,10candycai22,,false,,0
67c5a25c000000002503e5c8,67c655640000000018009524,,幸运刷到呀[色色R],北京,0,1741051237000,念非恋,,false,,0
67c5a25c000000002503e5c8,67c655610000000015017527,,保湿吗？,广东,0,1741051233000,梦里可是谁,,false,,0
67c5a25c000000002503e5c8,67c6552700000000170336b1,,坐等三八,广东,0,1741051176000,街角的祝福,,false,,0
67c5a25c000000002503e5c8,67c6545a000000000f0303dc,,实力选手[红色心形R],山东,0,1741050971000,星光灿烂,,false,,0
67c5a25c000000002503e5c8,67c654420000000018006583,,期待效果中,重庆,0,1741050946000,诺言42,,false,,0
67c5a25c000000002503e5c8,67c6542900000000150079e6,,等我发工资,山东,0,1741050922000,情感大师,,false,,0
67c5a25c000000002503e5c8,67c654280000000018012e1c,,夏天快到了,重庆,0,1741050921000,kenmin敏,,false,,0
67c5a25c000000002503e5c8,67c653ec000000001501759d,,女神节等着,山东,0,1741050860000,梁静茹需要勇气,,false,,0
67c5a25c000000002503e5c8,67c653dc0000000017028413,,早就想要了,山东,0,1741050845000,看你那边,,false,,0
67c5a25c000000002503e5c8,67c653d3000000001801205d,,有试用装吗,海南,0,1741050835000,candycaivictoria,,false,,0
67c5a25c000000002503e5c8,67c653c60000000015016f9e,,冲冲冲,山东,0,1741050822000,靓丽的风景,,false,,0
67c5a25c000000002503e5c8,67c653b6000000001801538b,,坐等38,海南,0,1741050806000,如果你知我苦衷,,false,,0
67c5a25c000000002503e5c8,67c6536f000000001802bb19,,冲冲冲,广东,0,1741050735000,冰星星,,false,,0
67c5a25c000000002503e5c8,67c6534a000000000f03a927,,蹲个活动,广东,0,1741050698000,天使之涵,,false,,0
67c5a25c000000002503e5c8,67c6531e000000000f03a1e0,,脆皮可以吗,广东,0,1741050655000,梦想时分liang,,false,,0
67c5a25c000000002503e5c8,67c65309000000001801016c,,近期有需求,吉林,0,1741050634000,堆积情感,,false,,0
67c5a25c000000002503e5c8,67c652bd000000001802ee5d,,默默想要,重庆,0,1741050558000,眉飞色舞,,false,,0
67c5a25c000000002503e5c8,67c652b1000000000f038e74,,价格如何,重庆,0,1741050546000,如愿159,,false,,0
67c5a25c000000002503e5c8,67c652990000000018005132,,薅羊毛啦冲,上海,0,1741050522000,西米露,,false,,0
67c5a25c000000002503e5c8,67c64d48000000001801472d,,臣妾想要啊,山东,0,1741049160000,盼你回来,,false,,0
67c5a25c000000002503e5c8,67c64d32000000001802bbea,,快送我吧,山东,0,1741049139000,浪漫气息,,false,,0
67c5a25c000000002503e5c8,67c64cfa0000000017033301,,期待住了,山东,0,1741049082000,期待更好,,false,,0
67c5a25c000000002503e5c8,67c64ce80000000018017700,,蹲蹲价格,山东,0,1741049065000,情不知所起,,false,,0
67c5a25c000000002503e5c8,67c64619000000000f0399ea,,囊中羞涩啦[哭惹R],北京,0,1741047321000,羽化成诗,,false,,0
67c5a25c000000002503e5c8,67c63afb000000001801424f,,快乐三八   [买爆R][买爆R][买爆R],北京,0,1741044475000,浪界小可爱,,false,,0
67c5a25c000000002503e5c8,67c62d7f000000001802ac4e,,老李头    给力[拳头R],内蒙古,0,1741041023000,听一首歌,,false,,0
67c5a25c000000002503e5c8,67c62cec000000001802a68f,,这波羊毛   薅[拳头R],北京,0,1741040877000,陌上花开,,false,,0
67c5a25c000000002503e5c8,67c5cd2c000000001802bf8f,,喜欢大促[飞吻R],江苏,0,1741016365000,微妙,,false,,0
67c5a25c000000002503e5c8,67c5c7ac0000000017038b3b,,上脸油腻吗,福建,0,1741014956000,楚 楚,,false,,0
67c5a25c000000002503e5c8,67c5c706000000001800ad70,,坐等三八,福建,0,1741014790000,青薄荷,,false,,0
67c5a25c000000002503e5c8,67c5c6fb0000000017039cf2,,玛雅   我去[蹲R][蹲R][蹲R],北京,0,1741014779000,减肥ing,,false,,0
67c5a25c000000002503e5c8,67c5c6d200000000180137a1,,女神节冲冲,福建,0,1741014739000,菁 竹,,false,,0
67c5a25c000000002503e5c8,67c5c69d0000000018018b46,,性价比咋样,福建,0,1741014686000,丝 丝,,false,,0
67c5a25c000000002503e5c8,67c5c17a00000000150011f3,,冲一波,河北,0,1741013371000,月濛濛,,false,,0
67c5a25c000000002503e5c8,67c5c0fc000000001800a24a,,准备好了,河北,0,1741013244000,月如醉,,false,,0
67c5a25c000000002503e5c8,67c5c0b7000000001801cf06,,活动真给力,河北,0,1741013175000,红尘梦,,false,,0
67c5a25c000000002503e5c8,67c5bfaf0000000018013751,,剁手剁手,河北,0,1741012911000,冰雨梦,,false,,0
67c5a25c000000002503e5c8,67c5bf5e0000000015016c98,,期盼女神节,河北,0,1741012830000,雨花梦,,false,,0
67c5a25c000000002503e5c8,67c5bf32000000001801e47b,,在线支持[抱拳R],北京,0,1741012787000,佑佑,,false,,0
67c5a25c000000002503e5c8,67c5b8fd0000000018015849,,淡化细纹吗,福建,0,1741011197000,女神,,false,,0
67c5a25c000000002503e5c8,67c5b8d90000000015029366,,38囤囤囤,福建,0,1741011161000,雪花,,false,,0
67c5a25c000000002503e5c8,67c5b8cf000000001801cd72,,价格公道吗,辽宁,0,1741011151000,小兰,,false,,0
67c5a25c000000002503e5c8,67c5b8a400000000150280fe,,不买不行啦,河北,0,1741011109000,珊珊,,false,,0
67c5a25c000000002503e5c8,67c5b89f000000000f0313cd,,挺给力啊,福建,0,1741011104000,凝云,,false,,0
67c5a25c000000002503e5c8,67c5b87c000000001703a52a,,38节大促,福建,0,1741011069000,凌霜,,false,,0
67c5a25c000000002503e5c8,67c5b873000000001800584c,,最怕油腻,河北,0,1741011059000,贵芝,,false,,0
67c5a25c000000002503e5c8,67c5b84a0000000018029d09,,能变白吗,辽宁,0,1741011018000,胖妹,,false,,0
67c5a25c000000002503e5c8,67c5b82d0000000018016565,,淡化皱纹吗,辽宁,0,1741010989000,琴,,false,,0
67c5a25c000000002503e5c8,67c5b8160000000018028c13,,囤货节到啦[红色心形R][红色心形R],上海,0,1741010966000,香蕉,,false,,0
67c5a25c000000002503e5c8,67c5b7eb00000000150072f6,,能美白吗,辽宁,0,1741010924000,九天,,false,,0
67c5a25c000000002503e5c8,67c5b7e2000000001502bee4,,蹲个链接？,上海,0,1741010914000,牛气冲天,,false,,0
67c5a25c000000002503e5c8,67c5b7b3000000001802a9f7,,提亮肤色吗,辽宁,0,1741010868000,群群,,false,,0
67c5a25c000000002503e5c8,67c5b7ac0000000018008d8e,,女神节有优惠么,黑龙江,0,1741010860000,博5229,,false,,0
67c5a25c000000002503e5c8,67c5b7a7000000001800f8b0,,坐等38节,上海,0,1741010855000,可乐不加冰,,false,,0
67c5a25c000000002503e5c8,67c5b7850000000017033d4b,,期待效果中,上海,0,1741010822000,宋小宝,,false,,0
67c5a25c000000002503e5c8,67c5b774000000001801e732,,什么价位呢,辽宁,0,1741010804000,凤舞,,false,,0
67c5a25c000000002503e5c8,67c5b75f00000000150296fe,,吸收的快吗,辽宁,0,1741010783000,Mr中,,false,,0
67c5a25c000000002503e5c8,67c5b747000000001802877b,,礼貌询价,黑龙江,0,1741010759000,尔睛V,,false,,0
67c5a25c000000002503e5c8,67c5b72e0000000017029517,,38蹲,上海,0,1741010734000,伊伊,,false,,0
67c5a25c000000002503e5c8,67c5b71f00000000150002f6,,[红色心形R]动了[红色心形R]动了,黑龙江,0,1741010719000,华Z999,,false,,0
67c5a25c000000002503e5c8,67c5b70c000000000f039d0a,,价格美丽么,黑龙江,0,1741010701000,影子,,false,,0
67c5a25c000000002503e5c8,67c5b6f90000000012015b0a,,有优惠吗,辽宁,0,1741010682000,小土豆,,false,,0
67c5a25c000000002503e5c8,67c5b6da000000001703995a,,敏宝适合吗,黑龙江,0,1741010651000,08 宝,,false,,0
67c5a25c000000002503e5c8,67cad5cd000000001801cba5,,感觉比去年还划算，如果有拼的可以一起 [害羞R],湖南,1,1741346253000,Aurora,,false,,-2
67c5a25c000000002503e5c8,67c989ca000000001802ea1c,,我只想要精华，不要面膜，有人拼吗 [萌萌哒R],湖南,0,1741261258000,咕噜,,false,,-2
67c5a25c000000002503e5c8,67c5b8140000000018011438,,油腻吗,上海,0,1741010965000,阳光,,false,,-2
67c5a25c000000002503e5c8,67c6773d000000000f039d3e,,来了[笑哭R]我也要囤,江苏,0,1741059901000,康乃馨,,false,,0
67c5a25c000000002503e5c8,67c65503000000001501657e,,这个便宜吗？,山东,0,1741051140000,跳舞的节奏,,false,,0
67c5a25c000000002503e5c8,67c6546500000000150281c8,,发你了，你看着办,山东,0,1741050981000,期待更好,,false,,3
67c5a25c000000002503e5c8,67c6541c000000001800dc31,,哇塞，期待着,山东,0,1741050908000,幸福来敲门,,false,,0
67c5a25c000000002503e5c8,67c61f6d000000001801e315,,敏肌适合吗？,北京,0,1741037422000,来人间看看太阳🌻,,false,,0
67c5a25c000000002503e5c8,67c5cc1e000000001802bcda,,38囤小白瓶[色色R][色色R],上海,0,1741016095000,冰淇淋,,false,,3
67c5a25c000000002503e5c8,67c5c2b30000000015006d9f,,快乐女神节！,北京,0,1741013683000,时间煮雨我煮茶,,false,,0
67c5a25c000000002503e5c8,67c5beeb00000000180104d9,,好鸭好鸭，我[买爆R],北京,0,1741012716000,时光浅语,,false,,0
67c5a25c000000002503e5c8,67c5b8a40000000017029022,,性价比高吗？,上海,0,1741011108000,仙人球,,false,,3
67c5a25c000000002503e5c8,67c5b7d100000000180063c9,,蹲蹲老李头啵啵间,上海,0,1741010898000,貓咪,,false,,0
67c5a25c000000002503e5c8,67c5b724000000001702922c,,活动到什么时候,辽宁,0,1741010724000,啡弟,,false,,0
67c46420000000001201c731,67c5a444000000000f0387f7,,多久有效果,河北,1,1741005893000,命运的齿轮,,false,,0
67c46420000000001201c731,67c79c7a0000000018010428,,活动那么大,广东,0,1741134970000,momo,,false,,0
67c46420000000001201c731,67c79ba3000000000f03097f,,坚持多久呀,广东,0,1741134755000,小熊饼干,,false,,0
67c46420000000001201c731,67c5a6830000000017028579,,有活动吗？,辽宁,0,1741006467000,晗晗晗,,false,,0
67c46420000000001201c731,67c5a1370000000018029ea3,,油腻么？,湖北,0,1741005112000,心想是陈,,false,,0
67c46420000000001201c731,67c5c2b10000000015002cb9,,⏲,河南,0,1741013682000,小羊失眠33天,,false,,0
67c46420000000001201c731,67c5ad390000000018018d40,67c5a444000000000f0387f7,坚持用哟,广东,0,1741008185000,是小咕噜吖,,false,is_author,0
67c46420000000001201c731,67ccfc92000000001801a865,67c79c7a0000000018010428,[偷笑R],广东,0,1741487251000,是小咕噜吖,,false,is_author,0
67c46420000000001201c731,67ccfc990000000018012ce6,67c79ba3000000000f03097f,坚持就好啦,广东,0,1741487258000,是小咕噜吖,,false,is_author,0
67c46420000000001201c731,67c5ad40000000001802c466,67c5a6830000000017028579,可以蹲蹲,广东,0,1741008193000,是小咕噜吖,,false,is_author,0
67c46420000000001201c731,67c5ad44000000001801e0b2,67c5a1370000000018029ea3,不会,广东,0,1741008196000,是小咕噜吖,,false,is_author,0
67c46ca900000000290240f8,67c7a74d0000000018007851,,已经下单啦[偷笑R],广东,0,1741137741000,丫丫,,false,,0
67c46ca900000000290240f8,67c7a22100000000180297ce,,质地清爽不,吉林,0,1741136417000,小梦,,false,,0
67c46ca900000000290240f8,67c79f9d0000000018012e9e,,大油田能用吗[捂脸R],广东,0,1741135773000,pupu椰,,false,,0
67c46ca900000000290240f8,67c78ee40000000018029f9a,,好不好吸收,山东,0,1741131492000,德文,,false,,3
67c46ca900000000290240f8,67c73e860000000015005010,,直播间蹲好[偷笑R],广东,0,1741110919000,等风来,,false,,0
67c46ca900000000290240f8,67c7a249000000000f0383a3,,夏天快到了[偷笑R],广东,0,1741136458000,耶耶耶,,false,,0
67c46ca900000000290240f8,67c788e400000000180102ae,,痘肌能用吗,吉林,0,1741129957000,Liu  Yang🍂,,false,,0
67c46ca900000000290240f8,67d0107a000000001801cce4,,[飞吻R][飞吻R]不亏是我！已抢到[鼓掌R][鼓掌R],湖南,0,1741688954000,YY,,false,,0
67c46ca900000000290240f8,67c8690c000000001702809a,,要多久有效果呀,广东,0,1741187341000,一一--一一一,,false,,0
67c46ca900000000290240f8,67c846ca000000001802b67f,,olay能找我推广吗 我用了真的贼白 有对比图！,广东,1,1741178570000,小蕊,,false,,3
67c46ca900000000290240f8,67c7f86d000000000f03a761,67c7a74d0000000018007851,[害羞R][害羞R][害羞R],广东,0,1741158509000,火柴丁,,false,is_author,0
67c46ca900000000290240f8,67c7f8a20000000015003477,67c7a22100000000180297ce,质地挺清爽的,广东,0,1741158562000,火柴丁,,false,is_author,0
67c46ca900000000290240f8,67c7fba1000000001501559f,67c79f9d0000000018012e9e,可以的宝,广东,0,1741159330000,火柴丁,,false,is_author,0
67c46ca900000000290240f8,67c7fbd20000000015002232,67c78ee40000000018029f9a,挺好吸收的 肤感挺不错的 [偷笑R],广东,0,1741159379000,火柴丁,,false,is_author,0
67c46ca900000000290240f8,67c7fbe200000000150162ba,67c73e860000000015005010,可以的,广东,0,1741159394000,火柴丁,,false,is_author,0
67c46ca900000000290240f8,67c803bc000000000f03802d,,真的好用吗有点想试试诶,广东,0,1741161404000,辞佞,,false,,3
67c46ca900000000290240f8,67c7a682000000001800a1b8,,礼貌问价[哇R],广东,0,1741137539000,becase,,false,,0
67c46ca900000000290240f8,67c7903e000000001500673d,,用过的姐妹求反馈[害羞R],安徽,0,1741131838000,果子,,false,,0
67c46ca900000000290240f8,67c78fb00000000017039573,,38我也囤,安徽,0,1741131697000,gs,,false,,0
67c46ca900000000290240f8,67c78ee70000000017038249,,咋样呀,山东,0,1741131496000,嘻嘻,,false,,0
67c46ca900000000290240f8,67c51d8e000000001b03eb56,,可以淡斑吗[皱眉R],河南,0,1740971407000,3637,,false,,0
67c46ca900000000290240f8,67d00ff000000000180140eb,,不亏是～我！已抢到[鼓掌R][鼓掌R],湖南,0,1741688816000,小红薯67D3F9E8,,false,,3
67c46ca900000000290240f8,67c98a95000000000f0333af,,来晚了，怎么现在才看到，还有拼单姐妹吗？[飞吻R][飞吻R],湖南,1,1741261462000,流星雨,,false,,0
67c46ca900000000290240f8,67c7d8e4000000001502a69c,,用多久才見效,广东,0,1741150437000,崔,,false,,0
67c46ca900000000290240f8,67c7a22700000000170282e2,,会不会很厚重,广东,0,1741136424000,5566,,false,,0
67c46ca900000000290240f8,67c7fc0a00000000150070d9,67c7a22700000000170282e2,不会的 上脸挺轻薄的 还挺好的 保湿效果很不错,广东,0,1741159435000,火柴丁,,false,is_author,0
67c46ca900000000290240f8,67c79ca4000000001800c252,,能叠加水乳用吗,广东,0,1741135012000,听说哈哈哈哈哈哈,,false,,0
67c46ca900000000290240f8,67c78a220000000017038f3f,,我干皮适合吗？,江西,0,1741130275000,丁丁,,false,,0
67c46ca900000000290240f8,67c73fac000000001800b7ce,,适合什么年龄段,福建,0,1741111213000,Smileヾ,,false,,0
67c46ca900000000290240f8,67c73f050000000012017328,,多久有效果呢,福建,0,1741111045000,喜乐,,false,,0
67c46ca900000000290240f8,67c738400000000017031f1a,,需要避光用吗,广东,0,1741109312000,lg207.,,false,,0
67b709560000000003029f63,67b71b0d0000000016037055,,Olay这个真的性价比高 她家的美白精华都很好用！关键是不贵！雅顿那个也好！,北京,1,1740053262000,lucky,,false,,0
67b709560000000003029f63,67d8ae2b000000000f033189,,码住了,甘肃,0,1742253611000,&抱着鱼睡觉的猫😺,,false,,0
67b709560000000003029f63,67bf10f70000000016015166,,[派对R],上海,0,1740574968000,Cora,,false,,0
67b709560000000003029f63,67b72d13000000001b0397c1,,Get同款！,上海,0,1740057876000,一大只Sharon,,false,,0
67a731460000000018010f9c,67da5a74000000001702a213,,淡斑和抗糖都用过，真的没有用。,河南,3,1742363252000,好喜欢吃饭,,false,,0
67a731460000000018010f9c,67db9f8a000000001501505f,,非常好用，均匀肤色，淡化痘印效果很好,江苏,0,1742446475000,月白。,,false,,0
67a731460000000018010f9c,67db7dcb0000000015016496,,我用感光精华全脸涂 小白瓶叠加在有色沉的地方 好像有点用,宁夏,0,1742437836000,汤醋排骨,,false,,0
67a731460000000018010f9c,67db62b50000000018013b4c,,反正对痘印很有效果,山西,0,1742430901000,momo,,false,,3
67a731460000000018010f9c,67daaa920000000017031cc3,,因人而异了，我是比较容易色沉反复的体质，只有小白瓶用起来是不会反黑的,广东,0,1742383763000,蜂蜜不产蜂,,false,,3
67a731460000000018010f9c,67da666400000000180144c7,,本人油皮刚用一周，不黏挺清爽,湖南,0,1742366309000,佳佳,,false,,0
67a731460000000018010f9c,67da541e00000000180105fb,,我以前没生娃用着还行，淡了点。我逢人就夸，后面不好用了，我也坚持用了5瓶以上吧,辽宁,0,1742361631000,Tomato 🍅,,false,,0
67a731460000000018010f9c,67da50d00000000017032757,,感觉j抗糖的有用,广东,0,1742360784000,嗯呐呐呐,,false,,0
67a731460000000018010f9c,67d6a7750000000017031388,,我用了长痘，,湖南,2,1742120821000,云烟,,false,,3
67a731460000000018010f9c,67da38a50000000015003b1d,,有用，停了就不行了，而且一定要用够量,山东,0,1742354597000,柚～,,false,,0
